Yıl,İlçe,Kullanıcı Sınıfı,Kullanım Sınıfı,Tüketim Yapan Gaz Kullanıcı Sayısı (Sayaç-Adet),Düzeltilmiş Tüketim (m3)
2019,MALTEPE,ÖZEL EĞİTİM KURUMLARI,MERKEZİ ISINMA+OCAK,1,101.98
2019,MALTEPE,İBADETHANE,OCAK+SOBA,1,1559.77
2019,MALTEPE,İBADETHANE,ÜRETİM+KOMBİ,1,112888.37
2019,MALTEPE,İBADETHANE,MERKEZİ ISINMA,16,35774.18
2019,MALTEPE,İBADETHANE,OCAK+KOMBİ,22,8335.51
2019,MALTEPE,İBADETHANE,KOMBİ+KAZAN+YAKICI CİHAZ,1,9566.55
2019,MALTEPE,İBADETHANE,ÜRETİM+KOMBİ+SOBA,3,2128.77
2019,MALTEPE,İBADETHANE,ÜRETİM+MERKEZİ ISINM,1,5170.84
2019,MALTEPE,İBADETHANE,ŞOFBEN+KOMBİ+YAKICI CİHAZ,1,1194.86
2019,MALTEPE,İBADETHANE,ÜRETİM,1,2023.57
2019,MALTEPE,İBADETHANE,KOMBİ+KAZAN,1,54667.94
2019,MALTEPE,İBADETHANE,KOMBİ,20,1469.27
2019,MALTEPE,İBADETHANE,ÜRETİM+SOBA,1,28571180.18
2019,PENDİK,ELEKTRİK ÜRETİM TESİSLERİ,ÜRETİM,4,6675211.3
2019,PENDİK,ELEKTRİK ÜRETİM TESİSLERİ,ÜRETİM+MERKEZİ ISINM,1,39120.28
2019,PENDİK,HAYIR KURUMU VE MÜZE,OCAK+KOMBİ,18,7516.78
2019,PENDİK,HAYIR KURUMU VE MÜZE,ÜRETİM+SOBA,1,12030.86
2019,PENDİK,HAYIR KURUMU VE MÜZE,ÜRETİM+MERKEZİ ISINM,2,35989.67
2019,PENDİK,HAYIR KURUMU VE MÜZE,MERKEZİ ISINMA,3,378.55
2019,PENDİK,HAYIR KURUMU VE MÜZE,OCAK,1,12310.9
2019,PENDİK,HAYIR KURUMU VE MÜZE,MERKEZİ ISINMA+OCAK,2,2329.45
2019,PENDİK,HAYIR KURUMU VE MÜZE,OCAK+SOBA,2,4711.23
2019,PENDİK,HAYIR KURUMU VE MÜZE,KOMBİ,2,5134.6
2019,PENDİK,HAYIR KURUMU VE MÜZE,ÜRETİM+KOMBİ+SOBA,2,20868.95
2019,PENDİK,HAYIR KURUMU VE MÜZE,ÜRETİM,1,2298084.55
2019,PENDİK,MESKEN,OCAK+SOBA+KOMBİ,2,18272381.0
2019,PENDİK,MESKEN,MERKEZİ ISINMA,584,15810.76
2019,PENDİK,MESKEN,ŞOFBEN+SOBA,6,267288.4
2019,PENDİK,MESKEN,MERKEZİ ISINMA+OCAK,5,148338.37
2019,PENDİK,MESKEN,OCAK,405,461957.69
2019,PENDİK,MESKEN,KOMBİ,703,727.45
2019,PENDİK,MESKEN,MRKZ ISNMA+OCAK+SOBA,5,1095.82
2019,PENDİK,MESKEN,ŞOFBEN+KAZAN,8,1889.7
2019,PENDİK,MESKEN,ÜRETİM,2,8344.05
2019,PENDİK,MESKEN,OCAK+SOFBEN+KOMBI,9,60.22
2019,PENDİK,MESKEN,OCAK+SOFBEN+SOBA+KZN,1,159282169.44
2019,PENDİK,MESKEN,OCAK+KOMBİ,197,1510.49
2019,PENDİK,MESKEN,ÜRETİM+OCAK,2,12636.26
2019,PENDİK,MESKEN,SOBA,21,1439.13
2019,PENDİK,MESKEN,ÜRETİM+SOBA,1,220238.44
2019,PENDİK,MESKEN,OCAK+ŞOFBEN,222,7815.41
2019,PENDİK,MESKEN,ÜRETİM+KOMBİ+SOBA,3,12.12
2019,PENDİK,MESKEN,KOMBİ+KAZAN,1,1884117.35
2019,PENDİK,MESKEN,MERKEZ ISNMA+OCAK+ŞOFBEN,8,1848464.68
2019,PENDİK,MESKEN,OCAK+SOBA,3,507807.33
2019,PENDİK,MESKEN,OCAK+SOBA+ŞOFBEN,813,289087.16
2019,PENDİK,MESKEN,MRKZ ISNMA+OCAK+KOMBI,967,248.3
2019,PENDİK,MESKEN,ŞOFBEN+SOBA+KAZAN,1,11450.91
2019,PENDİK,MESKEN,KASKAT KOMBİ + OCAK,3,859.56
2019,PENDİK,MESKEN,ŞOFBEN,1,219275.8
2019,PENDİK,MESKEN,KASKAT KOMBİ,10,1332.48
2019,PENDİK,MESKEN,OCAK+SOBA+KOMBİ+ŞOFB,2,12536.33
2019,PENDİK,MESKEN,MERKEZİ ISINMA+BOYLE,1,3921.82
2019,PENDİK,MESKEN,ŞOFBEN+KOMBİ+KAZAN+YAKICI CİHAZ,4,4711.09
2019,PENDİK,MESKEN,ÜRETİM+KOMBİ,1,77388.02
2019,PENDİK,RESMİ EĞİTİM KURUMLALARI,ÜRETİM,4,618134.91
2019,PENDİK,RESMİ EĞİTİM KURUMLALARI,ÜRETİM+MERKEZİ ISINM,20,15232.44
2019,PENDİK,RESMİ EĞİTİM KURUMLALARI,OCAK+KOMBİ+KAZAN+YAKICI CİHAZ,1,327809.63
2019,PENDİK,RESMİ EĞİTİM KURUMLALARI,MERKEZİ ISINMA+OCAK,13,27897.86
2019,PENDİK,RESMİ EĞİTİM KURUMLALARI,KOMBİ+KAZAN+YAKICI CİHAZ,2,92415.28
2019,PENDİK,RESMİ EĞİTİM KURUMLALARI,OCAK,8,812.88
2019,PENDİK,RESMİ EĞİTİM KURUMLALARI,SOBA,1,318701.3
2019,PENDİK,RESMİ EĞİTİM KURUMLALARI,ÜRETİM+SOBA,13,30267.25
2019,PENDİK,RESMİ EĞİTİM KURUMLALARI,KOMBİ,5,1994.12
2019,PENDİK,RESMİ EĞİTİM KURUMLALARI,ÜRETİM+KOMBİ+SOBA,1,20186.87
2019,PENDİK,RESMİ EĞİTİM KURUMLALARI,OCAK+ŞOFBEN+KAZAN+YAKICI CİHAZ,1,148477.23
2019,PENDİK,RESMİ EĞİTİM KURUMLALARI,OCAK+KOMBİ,17,41981.63
2019,PENDİK,RESMİ EĞİTİM KURUMLALARI,OCAK+KAZAN+YAKICI CİHAZ,1,127648.58
2019,PENDİK,RESMİ EĞİTİM KURUMLALARI,ÜRETİM+OCAK,4,1170577.11
2019,PENDİK,RESMİ EĞİTİM KURUMLALARI,MERKEZİ ISINMA,56,483.09
2019,PENDİK,RESMİ EĞİTİM KURUMLALARI,ŞOFBEN,1,4934.1
2019,PENDİK,RESMİ EĞİTİM KURUMLALARI,ÜRETİM+KOMBİ,1,423.62
2019,PENDİK,RESMİ EĞİTİM KURUMLALARI,OCAK+ŞOFBEN,3,210.26
2019,PENDİK,RESMİ EĞİTİM KURUMLALARI,ŞOFBEN+KAZAN,2,21831.66
2019,PENDİK,RESMİ KURUM,MRKZ ISNMA+OCAK+SOBA,1,49453.73
2019,PENDİK,RESMİ KURUM,ÜRETİM+OCAK,5,291413.78
2019,PENDİK,RESMİ KURUM,MERKEZİ ISINMA+BOYLE,1,11479.43
2019,PENDİK,RESMİ KURUM,ŞOFBEN+YAKICI CİHAZ,1,201418.35
2019,PENDİK,RESMİ KURUM,ÜRETİM+SOBA,9,86529.43
2019,PENDİK,RESMİ KURUM,ÜRETİM+KOMBİ+SOBA,4,3577.1
2019,PENDİK,RESMİ KURUM,MERKEZ ISNMA+OCAK+ŞOFBEN,6,113373.13
2019,PENDİK,RESMİ KURUM,KOMBİ,55,104908.66
2019,PENDİK,RESMİ KURUM,MRKZ ISNMA+OCAK+KOMBI,7,12483.74
2019,PENDİK,RESMİ KURUM,OCAK+KAZAN+YAKICI CİHAZ,3,2307330.18
2019,PENDİK,RESMİ KURUM,MERKEZİ ISINMA,47,383157.44
2019,PENDİK,RESMİ KURUM,OCAK+KOMBİ,125,981395.83
2019,PENDİK,RESMİ KURUM,ÜRETİM+MERKEZİ ISINM,35,32920.52
2019,PENDİK,RESMİ KURUM,OCAK,18,1106.5
2019,PENDİK,RESMİ KURUM,OCAK+SOBA,2,30266.09
2019,PENDİK,RESMİ KURUM,ÜRETİM,3,56026.9
2019,PENDİK,RESMİ KURUM,ÜRETİM+KOMBİ,6,1770.9
2019,PENDİK,RESMİ KURUM,OCAK+ŞOFBEN,3,43762.96
2019,PENDİK,RESMİ KURUM,MERKEZİ ISINMA+OCAK,8,1135465.34
2019,PENDİK,SANAYİ TESİSLERİ,ÜRETİM+KOMBİ+SOBA,1,254375.4
2019,PENDİK,SANAYİ TESİSLERİ,ÜRETİM+KOMBİ,2,2095959.8
2019,PENDİK,SANAYİ TESİSLERİ,ÜRETİM+MERKEZİ ISINM,6,23860074.36
2019,PENDİK,SANAYİ TESİSLERİ,ÜRETİM,12,1339300.6
2019,PENDİK,SAĞLIK KURUMLARI (RESMİ),MERKEZİ ISINMA,5,12705.16
2019,PENDİK,SAĞLIK KURUMLARI (RESMİ),OCAK+KOMBİ,7,2525.05
2019,PENDİK,SAĞLIK KURUMLARI (RESMİ),KOMBİ+KAZAN,1,35843.58
2019,PENDİK,SAĞLIK KURUMLARI (RESMİ),ÜRETİM+SOBA,1,29262.78
2019,PENDİK,SAĞLIK KURUMLARI (RESMİ),ÜRETİM+MERKEZİ ISINM,4,13234.53
2019,PENDİK,SAĞLIK KURUMLARI (RESMİ),KOMBİ,1,15575.63
2019,PENDİK,SAĞLIK KURUMLARI (ÖZEL),OCAK+ŞOFBEN,1,407052.3
2019,PENDİK,SAĞLIK KURUMLARI (ÖZEL),MERKEZİ ISINMA+BOYLE,1,5467.49
2019,PENDİK,SAĞLIK KURUMLARI (ÖZEL),OCAK+SOFBEN+KOMBI,1,13099.66
2019,PENDİK,SAĞLIK KURUMLARI (ÖZEL),KOMBİ,7,891.74
2019,PENDİK,SAĞLIK KURUMLARI (ÖZEL),ÜRETİM+KOMBİ+SOBA,1,795276.49
2019,PENDİK,SAĞLIK KURUMLARI (ÖZEL),MERKEZİ ISINMA,7,15699.14
2019,PENDİK,SAĞLIK KURUMLARI (ÖZEL),OCAK+KOMBİ,14,30129.76
2019,PENDİK,SAĞLIK KURUMLARI (ÖZEL),ÜRETİM+SOBA,2,11943.17
2019,PENDİK,SAĞLIK KURUMLARI (ÖZEL),ÜRETİM+MERKEZİ ISINM,5,9974.65
2019,PENDİK,SAĞLIK KURUMLARI (ÖZEL),ÜRETİM,2,2163254.44
2019,PENDİK,TİCARİ,OCAK+KOMBİ,1,41759.5
2019,PENDİK,TİCARİ,OCAK+KAZAN+YAKICI CİHAZ,7,391.5
2019,PENDİK,TİCARİ,ŞOFBEN+KOMBİ+YAKICI CİHAZ,1,35280.63
2019,PENDİK,TİCARİ,OCAK+SOBA+KOMBİ,21,5961.04
2019,PENDİK,TİCARİ,OCAK+ŞOFBEN+KAZAN+YAKICI CİHAZ,2,169360.68
2019,PENDİK,TİCARİ,KOMBİ+KAZAN,4,72041.5
2019,PENDİK,TİCARİ,ÜRETİM+OCAK+ŞOFBEN,19,107826.04
2019,PENDİK,TİCARİ,OCAK+SOBA,156,349305.86
2019,PENDİK,TİCARİ,ÜRETİM+KOMBİ+SOBA,86,60487.35
2019,PENDİK,TİCARİ,SOBA,49,21883.07
2019,PENDİK,TİCARİ,OCAK+SOFBEN+KOMBI,8,403106.49
2019,PENDİK,TİCARİ,ÜRETİM,107,6833.31
2019,PENDİK,TİCARİ,OCAK+SOBA+ŞOFBEN,10,919512.7
2019,PENDİK,TİCARİ,KOMBİ,545,18921.07
2019,PENDİK,TİCARİ,ŞOFBEN+KOMBİ,2,295716.55
2019,PENDİK,TİCARİ,ÜRETİM+OCAK,64,415.41
2019,PENDİK,TİCARİ,ŞOFBEN+SOBA,1,4933.66
2019,PENDİK,TİCARİ,ŞOFBEN,3,2577.72
2019,PENDİK,TİCARİ,OCAK+SOBA+YAKICI CİHAZ,3,7307.76
2019,PENDİK,TİCARİ,MERKEZ ISNMA+OCAK+ŞOFBEN,20,4535.25
2019,PENDİK,TİCARİ,ŞOFBEN+KAZAN,1,415194.57
2019,PENDİK,TİCARİ,OCAK,173,1392716.46
2019,PENDİK,TİCARİ,ÜRETİM+SOBA,47,9153192.45
2019,PENDİK,TİCARİ,MERKEZİ ISINMA,37,187200.0
2019,PENDİK,TİCARİ,MERKEZİ ISINMA+OCAK,22,567.59
2019,PENDİK,TİCARİ,ŞOFBEN+SOBA+KOMBİ,1,72096.64
2019,PENDİK,TİCARİ,OCAK+ŞOFBEN,46,50723.19
2019,PENDİK,TİCARİ,ŞOFBEN+YAKICI CİHAZ,13,180.27
2019,PENDİK,TİCARİ,ŞOFBEN+KOMBİ+KAZAN+YAKICI CİHAZ,1,361579.43
2019,PENDİK,TİCARİ,ÜRETİM+MERKEZİ ISINM,32,278527.75
2019,PENDİK,TİCARİ,ÜRETİM+KOMBİ,80,14295.96
2019,PENDİK,TİCARİ,SOBA+KAZAN,1,9685.29
2019,PENDİK,TİCARİ,MRKZ ISNMA+OCAK+KOMBI,9,968360.82
2019,PENDİK,TİCARİ (ÜRETİM),OCAK,223,107804.68
2019,PENDİK,TİCARİ (ÜRETİM),MERKEZİ ISINMA+OCAK,12,16735.26
2019,PENDİK,TİCARİ (ÜRETİM),MERKEZİ ISINMA+BOYLE,1,1114441.9
2019,PENDİK,TİCARİ (ÜRETİM),OCAK+KOMBİ,275,516657.35
2019,PENDİK,TİCARİ (ÜRETİM),ŞOFBEN+YAKICI CİHAZ,62,1431292.87
2019,PENDİK,TİCARİ (ÜRETİM),ÜRETİM+OCAK,231,336987.19
2019,PENDİK,TİCARİ (ÜRETİM),ÜRETİM+OCAK+ŞOFBEN,45,1474982.7
2019,PENDİK,TİCARİ (ÜRETİM),ÜRETİM+KOMBİ,184,2217.91
2019,PENDİK,TİCARİ (ÜRETİM),OCAK+ŞOFBEN+SOBA+YAKICI CİHAZ,1,1552.66
2019,PENDİK,TİCARİ (ÜRETİM),OCAK+SOFBEN+KOMBI,2,1134.8
2019,PENDİK,TİCARİ (ÜRETİM),OCAK+ŞOFBEN+KAZAN+YAKICI CİHAZ,1,188.47
2019,PENDİK,TİCARİ (ÜRETİM),ŞOFBEN+SOBA+KOMBİ,1,23416.62
2019,PENDİK,TİCARİ (ÜRETİM),OCAK+KOMBİ+KAZAN+YAKICI CİHAZ,4,10968.71
2019,PENDİK,TİCARİ (ÜRETİM),MRKZ ISNMA+OCAK+KOMBI,4,163.54
2019,PENDİK,TİCARİ (ÜRETİM),KOMBİ+KAZAN,1,102609.94
2019,PENDİK,TİCARİ (ÜRETİM),MRKZ ISNMA+OCAK+SOBA,2,196489.01
2019,PENDİK,TİCARİ (ÜRETİM),OCAK+ŞOFBEN,26,991721.68
2019,PENDİK,TİCARİ (ÜRETİM),ÜRETİM+KOMBİ+SOBA,120,5058.29
2019,PENDİK,TİCARİ (ÜRETİM),OCAK+SOBA+KOMBİ+YAKICI CİHAZ,1,11639.02
2019,PENDİK,TİCARİ (ÜRETİM),ŞOFBEN+KOMBİ+YAKICI CİHAZ,1,62509.56
2019,PENDİK,TİCARİ (ÜRETİM),ŞOFBEN+KOMBİ+SOBA,3,8013415.0
2019,PENDİK,TİCARİ (ÜRETİM),ÜRETİM+MERKEZİ ISINM,219,605870.74
2019,PENDİK,TİCARİ (ÜRETİM),KOMBİ,127,113764.14
2019,PENDİK,TİCARİ (ÜRETİM),OCAK+SOBA,29,114020.22
2019,PENDİK,TİCARİ (ÜRETİM),OCAK+ŞOFBEN+KOMBİ+YAKICI CİHAZ,2,2282466.68
2019,PENDİK,TİCARİ (ÜRETİM),MERKEZİ ISINMA,55,260603.66
2019,PENDİK,TİCARİ (ÜRETİM),KOMBİ+KAZAN+YAKICI CİHAZ,7,93630.0
2019,PENDİK,TİCARİ (ÜRETİM),ÜRETİM+SOBA,38,27233.91
2019,PENDİK,TİCARİ (ÜRETİM),ŞOFBEN+KOMBİ+KAZAN,1,12670.94
2019,PENDİK,TİCARİ (ÜRETİM),OCAK+SOBA+ŞOFBEN,3,16782.13
2019,PENDİK,TİCARİ (ÜRETİM),OCAK+SOBA+KOMBİ,3,418719.82
2019,PENDİK,TİCARİ (ÜRETİM),OCAK+KAZAN+YAKICI CİHAZ,16,5078776.1
2019,PENDİK,TİCARİ (ÜRETİM),ÜRETİM,432,45280.46
2019,PENDİK,TİCARİ (ÜRETİM),OCAK+SOBA+YAKICI CİHAZ,6,8351.96
2019,PENDİK,TİCARİ (ÜRETİM),SOBA,6,15891.07
2019,PENDİK,TİCARİ (ÜRETİM),ŞOFBEN,1,5395.52
2019,PENDİK,ÖZEL EĞİTİM KURUMLARI,KOMBİ+KAZAN,1,59445.14
2019,PENDİK,ÖZEL EĞİTİM KURUMLARI,KOMBİ,21,53795.0
2019,PENDİK,ÖZEL EĞİTİM KURUMLARI,MERKEZİ ISINMA,3,3627.09
2019,PENDİK,ÖZEL EĞİTİM KURUMLARI,OCAK,1,18.58
2019,PENDİK,ÖZEL EĞİTİM KURUMLARI,ÜRETİM,1,34442.58
2019,PENDİK,ÖZEL EĞİTİM KURUMLARI,ŞOFBEN+KOMBİ+YAKICI CİHAZ,1,21184.05
2019,PENDİK,ÖZEL EĞİTİM KURUMLARI,OCAK+KOMBİ,17,7905.99
2019,PENDİK,ÖZEL EĞİTİM KURUMLARI,ÜRETİM+KOMBİ+SOBA,2,31385.52
2019,PENDİK,ÖZEL EĞİTİM KURUMLARI,ÜRETİM+SOBA,3,2315.8
2019,PENDİK,İBADETHANE,ÜRETİM+KOMBİ+SOBA,2,5788.65
2019,PENDİK,İBADETHANE,ÜRETİM+SOBA,4,12873.63
2019,PENDİK,İBADETHANE,ÜRETİM+KOMBİ,7,34006.7
2019,PENDİK,İBADETHANE,KOMBİ,15,3168.44
2019,PENDİK,İBADETHANE,SOBA,3,3166.18
2019,PENDİK,İBADETHANE,ŞOFBEN+KOMBİ+KAZAN+YAKICI CİHAZ,2,11937.6
2019,PENDİK,İBADETHANE,OCAK+KOMBİ,10,3602.79
2019,PENDİK,İBADETHANE,OCAK+SOBA,2,10057.42
2019,PENDİK,İBADETHANE,ÜRETİM,8,7883.28
2019,PENDİK,İBADETHANE,ÜRETİM+MERKEZİ ISINM,3,2350.99
2019,PENDİK,İBADETHANE,OCAK,2,58180.62
2019,PENDİK,İBADETHANE,MERKEZİ ISINMA,14,13679.9
2019,PENDİK,İBADETHANE,MERKEZİ ISINMA+BOYLE,1,9120820.53
2019,SANCAKTEPE,ELEKTRİK ÜRETİM TESİSLERİ,ÜRETİM,1,74482.93
2019,SANCAKTEPE,HAYIR KURUMU VE MÜZE,OCAK+ŞOFBEN,1,3857.65
2019,SANCAKTEPE,HAYIR KURUMU VE MÜZE,OCAK+KOMBİ,6,95430.52
2019,SANCAKTEPE,HAYIR KURUMU VE MÜZE,OCAK+KAZAN+YAKICI CİHAZ,1,29381.51
2019,SANCAKTEPE,HAYIR KURUMU VE MÜZE,ÜRETİM+OCAK,1,173726.29
2019,SANCAKTEPE,HAYIR KURUMU VE MÜZE,ÜRETİM+MERKEZİ ISINM,2,1013.42
2019,SANCAKTEPE,MESKEN,ŞOFBEN+KOMBİ+KAZAN+YAKICI CİHAZ,1,81046.48
2019,SANCAKTEPE,MESKEN,OCAK+SOBA+ŞOFBEN,123,580537.0
2019,SANCAKTEPE,MESKEN,KOMBİ,351,20224.52
2019,SANCAKTEPE,MESKEN,OCAK+ŞOFBEN,35,1147.35
2019,SANCAKTEPE,MESKEN,OCAK+SOFBEN+KOMBI,1,97.37
2019,SANCAKTEPE,MESKEN,ŞOFBEN+KAZAN,1,251857.97
2019,SANCAKTEPE,MESKEN,MERKEZİ ISINMA+OCAK,4,361479.45
2019,SANCAKTEPE,MESKEN,OCAK+SOBA,679,2073.52
2019,SANCAKTEPE,MESKEN,SOBA,5,737506.27
2019,SANCAKTEPE,MESKEN,OCAK+SOBA+KOMBİ,893,71869.31
2019,SANCAKTEPE,MESKEN,OCAK,253,10464116.81
2019,SANCAKTEPE,MESKEN,MERKEZİ ISINMA,186,162510.4
2019,SANCAKTEPE,MESKEN,MERKEZ ISNMA+OCAK+ŞOFBEN,797,184366.49
2019,SANCAKTEPE,MESKEN,KASKAT KOMBİ,3,97994684.83
2019,SANCAKTEPE,MESKEN,OCAK+KOMBİ,120,877.26
2019,SANCAKTEPE,MESKEN,ÜRETİM+KOMBİ,1,183129.63
2019,SANCAKTEPE,RESMİ EĞİTİM KURUMLALARI,MERKEZİ ISINMA+OCAK,8,133745.21
2019,SANCAKTEPE,RESMİ EĞİTİM KURUMLALARI,ÜRETİM+OCAK,2,7675.28
2019,SANCAKTEPE,RESMİ EĞİTİM KURUMLALARI,KOMBİ,2,18317.83
2019,SANCAKTEPE,RESMİ EĞİTİM KURUMLALARI,OCAK+KOMBİ,2,26419.84
2019,SANCAKTEPE,RESMİ EĞİTİM KURUMLALARI,KOMBİ+KAZAN,1,584754.65
2019,SANCAKTEPE,RESMİ EĞİTİM KURUMLALARI,MERKEZİ ISINMA,27,239935.49
2019,SANCAKTEPE,RESMİ EĞİTİM KURUMLALARI,ÜRETİM+SOBA,8,40767.98
2019,SANCAKTEPE,RESMİ EĞİTİM KURUMLALARI,ÜRETİM,2,65119.79
2019,SANCAKTEPE,RESMİ EĞİTİM KURUMLALARI,OCAK,3,223559.91
2019,SANCAKTEPE,RESMİ EĞİTİM KURUMLALARI,ÜRETİM+MERKEZİ ISINM,9,823130.5
2019,SANCAKTEPE,RESMİ KURUM,MERKEZİ ISINMA,18,34211.76
2019,SANCAKTEPE,RESMİ KURUM,OCAK,4,1018627.52
2019,SANCAKTEPE,RESMİ KURUM,ÜRETİM,7,92343.22
2019,SANCAKTEPE,RESMİ KURUM,KOMBİ,38,55111.81
2019,SANCAKTEPE,RESMİ KURUM,ÜRETİM+SOBA,2,81173.6
2019,SANCAKTEPE,RESMİ KURUM,ÜRETİM+OCAK,4,10489.13
2019,SANCAKTEPE,RESMİ KURUM,ÜRETİM+KOMBİ,4,133357.65
2019,SANCAKTEPE,RESMİ KURUM,OCAK+KOMBİ,58,277184.25
2019,SANCAKTEPE,RESMİ KURUM,ÜRETİM+MERKEZİ ISINM,13,46776.62
2019,SANCAKTEPE,RESMİ KURUM,ÜRETİM+KOMBİ+SOBA,3,20865.61
2019,SANCAKTEPE,RESMİ KURUM,MRKZ ISNMA+OCAK+KOMBI,2,79732.87
2019,SANCAKTEPE,RESMİ KURUM,MERKEZİ ISINMA+OCAK,1,203118.89
2019,SANCAKTEPE,RESMİ KURUM,OCAK+KAZAN+YAKICI CİHAZ,4,391319.35
2019,SANCAKTEPE,SANAYİ TESİSLERİ,ÜRETİM+MERKEZİ ISINM,3,783302.04
2019,SANCAKTEPE,SANAYİ TESİSLERİ,MERKEZİ ISINMA+OCAK,1,4013189.93
2019,SANCAKTEPE,SANAYİ TESİSLERİ,ÜRETİM,8,753518.22
2019,SANCAKTEPE,SAĞLIK KURUMLARI (RESMİ),ÜRETİM+MERKEZİ ISINM,2,15643.38
2019,SANCAKTEPE,SAĞLIK KURUMLARI (RESMİ),OCAK,2,3814.09
2019,SANCAKTEPE,SAĞLIK KURUMLARI (RESMİ),KOMBİ,1,3034.6
2019,SANCAKTEPE,SAĞLIK KURUMLARI (RESMİ),MERKEZİ ISINMA,1,3804.34
2019,SANCAKTEPE,SAĞLIK KURUMLARI (RESMİ),MERKEZİ ISINMA+OCAK,1,13802.87
2019,SANCAKTEPE,SAĞLIK KURUMLARI (RESMİ),OCAK+KOMBİ,6,8536.96
2019,SANCAKTEPE,SAĞLIK KURUMLARI (ÖZEL),MERKEZİ ISINMA,1,44923.28
2019,SANCAKTEPE,SAĞLIK KURUMLARI (ÖZEL),ÜRETİM,1,10386.83
2019,SANCAKTEPE,SAĞLIK KURUMLARI (ÖZEL),OCAK+KOMBİ,3,2064.34
2019,SANCAKTEPE,SAĞLIK KURUMLARI (ÖZEL),KOMBİ,1,79844.01
2019,SANCAKTEPE,SAĞLIK KURUMLARI (ÖZEL),ÜRETİM+MERKEZİ ISINM,3,6669.52
2019,SANCAKTEPE,TİCARİ,SOBA,9,1255.23
2019,SANCAKTEPE,TİCARİ,ŞOFBEN,1,148133.0
2019,SANCAKTEPE,TİCARİ,ÜRETİM+SOBA,16,193479.33
2019,SANCAKTEPE,TİCARİ,OCAK,83,30296.69
2019,SANCAKTEPE,TİCARİ,OCAK+ŞOFBEN+KOMBİ+YAKICI CİHAZ,2,92034.29
2019,SANCAKTEPE,TİCARİ,ÜRETİM+OCAK+ŞOFBEN,12,17287.68
2019,SANCAKTEPE,TİCARİ,OCAK+ŞOFBEN+KOMBİ+KAZAN+YAKICI CİHAZ,1,1092566.26
2019,SANCAKTEPE,TİCARİ,MERKEZİ ISINMA,34,476929.81
2019,SANCAKTEPE,TİCARİ,KOMBİ,362,292545.15
2019,SANCAKTEPE,TİCARİ,MERKEZİ ISINMA+BOYLE,2,263969.07
2019,SANCAKTEPE,TİCARİ,ÜRETİM+KOMBİ+SOBA,54,184289.52
2019,SANCAKTEPE,TİCARİ,MERKEZİ ISINMA+OCAK,18,1699616.82
2019,SANCAKTEPE,TİCARİ,OCAK+KOMBİ,1,347080.4
2019,SANCAKTEPE,TİCARİ,ÜRETİM,71,15585.56
2019,SANCAKTEPE,TİCARİ,OCAK+SOBA+KOMBİ+ŞOFB,1,164153.14
2019,SANCAKTEPE,TİCARİ,KOMBİ+KAZAN,2,58083.34
2019,SANCAKTEPE,TİCARİ,OCAK+ŞOFBEN,12,42472.14
2019,SANCAKTEPE,TİCARİ,OCAK+SOBA,50,2784.48
2019,SANCAKTEPE,TİCARİ,MRKZ ISNMA+OCAK+KOMBI,2,4363.98
2019,SANCAKTEPE,TİCARİ,OCAK+SOBA+KOMBİ,5,132648.8
2019,SANCAKTEPE,TİCARİ,ÜRETİM+OCAK,44,119170.48
2019,SANCAKTEPE,TİCARİ,ÜRETİM+KOMBİ,66,492775.35
2019,SANCAKTEPE,TİCARİ,ÜRETİM+MERKEZİ ISINM,17,16375.89
2019,SANCAKTEPE,TİCARİ,KOMBİ+KAZAN+YAKICI CİHAZ,1,50950.15
2019,SANCAKTEPE,TİCARİ,OCAK+SOFBEN+KOMBI,5,118399.63
2019,SANCAKTEPE,TİCARİ,OCAK+KAZAN+YAKICI CİHAZ,2,29594.53
2019,SANCAKTEPE,TİCARİ,ŞOFBEN+YAKICI CİHAZ,10,7949.23
2019,SANCAKTEPE,TİCARİ,OCAK+SOBA+KOMBİ+YAKICI CİHAZ,1,8655.61
2019,SANCAKTEPE,TİCARİ (ÜRETİM),OCAK+SOBA+KOMBİ,1,7443.12
2019,SANCAKTEPE,TİCARİ (ÜRETİM),OCAK+ŞOFBEN,6,2796.86
2019,SANCAKTEPE,TİCARİ (ÜRETİM),OCAK+SOBA,5,28475.07
2019,SANCAKTEPE,TİCARİ (ÜRETİM),ŞOFBEN+KOMBİ+KAZAN+YAKICI CİHAZ,1,19058.1
2019,SANCAKTEPE,TİCARİ (ÜRETİM),KOMBİ+KAZAN,2,24590.37
2019,SANCAKTEPE,TİCARİ (ÜRETİM),MERKEZİ ISINMA+BOYLE,1,1205959.24
2019,SANCAKTEPE,TİCARİ (ÜRETİM),ÜRETİM+OCAK+ŞOFBEN,27,7202.88
2019,SANCAKTEPE,TİCARİ (ÜRETİM),SOBA,2,14068.96
2019,SANCAKTEPE,TİCARİ (ÜRETİM),MRKZ ISNMA+OCAK+KOMBI,1,196352.41
2019,SANCAKTEPE,TİCARİ (ÜRETİM),ŞOFBEN+YAKICI CİHAZ,30,63774.66
2019,SANCAKTEPE,TİCARİ (ÜRETİM),OCAK+SOBA+KAZAN+YAKICI CİHAZ,1,7452.43
2019,SANCAKTEPE,TİCARİ (ÜRETİM),ŞOFBEN,2,257957.09
2019,SANCAKTEPE,TİCARİ (ÜRETİM),OCAK+KAZAN+YAKICI CİHAZ,14,476590.69
