ID,Year,District,District_Id,Usage_Type,Count,Using_Count,Amount
1744,2016,ÜSKÜDAR,1708,HAYIR KURUMU VE MÜZE,469,460,228846400.0
1745,2016,ZEYTİNBURNU,1739,TİCARİ,16093,14498,94703330.0
1746,2016,ZEYTİNBURNU,1739,SANAYİ TESİSLERİ,89,89,94703330.0
1747,2016,ZEYTİNBURNU,1739,RESMİ KURUM,4869,4349,94703330.0
1748,2016,ZEYTİNBURNU,1739,MESKEN,91864,8915,94703330.0
1749,2016,ZEYTİNBURNU,1739,İBADETHANE,95,95,94703330.0
1750,2016,ZEYTİNBURNU,1739,HAYIR KURUMU VE MÜZE,163,92,94703330.0
1751,2017,ADALAR,1103,YABANCI TEMSİLCİLİK,7,7,6657897.0
1752,2017,ADALAR,1103,TİCARİ,756,733,6657897.0
1753,2017,ADALAR,1103,RESMİ KURUM,357,350,6657897.0
1754,2017,ADALAR,1103,MESKEN,8456,8298,6657897.0
1755,2017,ADALAR,1103,İBADETHANE,9,8,6657897.0
1756,2017,ADALAR,1103,HAYIR KURUMU VE MÜZE,24,24,6657897.0
1757,2017,ARNAVUTKÖY,2048,TİCARİ,3162,28458,131882468.0
1758,2017,ARNAVUTKÖY,2048,SANAYİ TESİSLERİ,1693,1596,131882468.0
1759,2017,ARNAVUTKÖY,2048,RESMİ KURUM,2307,2187,131882468.0
1760,2017,ARNAVUTKÖY,2048,MESKEN,90872,87417,131882468.0
1761,2017,ARNAVUTKÖY,2048,İBADETHANE,119,107,131882468.0
1762,2017,ARNAVUTKÖY,2048,HAYIR KURUMU VE MÜZE,61,52,131882468.0
1763,2017,ATAŞEHİR,2049,TİCARİ,27209,24029,185980169.0
1764,2017,ATAŞEHİR,2049,SANAYİ TESİSLERİ,93,93,185980169.0
1765,2017,ATAŞEHİR,2049,RESMİ KURUM,3184,3136,185980169.0
1766,2017,ATAŞEHİR,2049,MESKEN,162043,159459,185980169.0
1767,2017,ATAŞEHİR,2049,İBADETHANE,156,146,185980169.0
1768,2017,ATAŞEHİR,2049,HAYIR KURUMU VE MÜZE,77,44,185980169.0
1769,2017,AVCILAR,2003,TİCARİ,14708,12434,164075772.0
1770,2017,AVCILAR,2003,SANAYİ TESİSLERİ,2183,2183,164075772.0
1771,2017,AVCILAR,2003,RESMİ KURUM,571,561,164075772.0
1772,2017,AVCILAR,2003,MESKEN,152452,150035,164075772.0
1773,2017,AVCILAR,2003,İBADETHANE,38,37,164075772.0
1774,2017,AVCILAR,2003,HAYIR KURUMU VE MÜZE,128,124,164075772.0
1775,2017,BAĞCILAR,2004,TİCARİ,31869,26869,225835810.0
1776,2017,BAĞCILAR,2004,SANAYİ TESİSLERİ,891,891,225835810.0
1777,2017,BAĞCILAR,2004,RESMİ KURUM,5755,5734,225835810.0
1778,2017,BAĞCILAR,2004,MESKEN,228188,223451,225835810.0
1779,2017,BAĞCILAR,2004,İBADETHANE,190,185,225835810.0
1780,2017,BAĞCILAR,2004,HAYIR KURUMU VE MÜZE,188,184,225835810.0
1781,2017,BAHÇELİEVLER,2005,TİCARİ,27152,24265,220608665.0
